objectid,filename,youtubeid,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0131,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0131.jpg,,IMAG0131.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0132,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0132.jpg,,IMAG0132.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0133,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0133.jpg,,IMAG0133.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0134,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0134.jpg,,IMAG0134.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0135,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0135.jpg,,IMAG0135.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0136,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0136.jpg,,IMAG0136.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0137,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0137.jpg,,IMAG0137.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0138,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0138.jpg,,IMAG0138.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0139,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0139.jpg,,IMAG0139.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0140,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0140.jpg,,IMAG0140.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0141,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0141.jpg,,IMAG0141.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0143,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0143.jpg,,IMAG0143.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0144,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0144.jpg,,IMAG0144.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0145,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0145.jpg,,IMAG0145.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0146,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0146.jpg,,IMAG0146.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0147,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0147.jpg,,IMAG0147.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0148,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0148.jpg,,IMAG0148.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0149,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0149.jpg,,IMAG0149.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0150,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0150.jpg,,IMAG0150.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0151,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0151.jpg,,IMAG0151.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0152,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0152.jpg,,IMAG0152.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0153,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0153.jpg,,IMAG0153.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0154,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0154.jpg,,IMAG0154.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0155,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0155.jpg,,IMAG0155.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0156,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0156.jpg,,IMAG0156.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0157,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0157.jpg,,IMAG0157.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0158,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0158.jpg,,IMAG0158.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0159,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0159.jpg,,IMAG0159.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0160,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0160.jpg,,IMAG0160.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0161,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0161.jpg,,IMAG0161.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0162,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0162.jpg,,IMAG0162.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0163,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0163.jpg,,IMAG0163.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0164,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0164.jpg,,IMAG0164.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0165,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0165.jpg,,IMAG0165.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0166,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0166.jpg,,IMAG0166.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0167,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0167.jpg,,IMAG0167.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0168,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0168.jpg,,IMAG0168.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0169,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0169.jpg,,IMAG0169.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0170,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0170.jpg,,IMAG0170.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0171,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0171.jpg,,IMAG0171.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0172,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0172.jpg,,IMAG0172.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0173,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0173.jpg,,IMAG0173.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0174,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0174.jpg,,IMAG0174.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0176,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0176.jpg,,IMAG0176.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0177,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0177.jpg,,IMAG0177.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0178,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0178.jpg,,IMAG0178.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0179,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0179.jpg,,IMAG0179.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0180,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0180.jpg,,IMAG0180.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0181,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0181.jpg,,IMAG0181.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0182,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0182.jpg,,IMAG0182.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0183,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0183.jpg,,IMAG0183.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0184,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0184.jpg,,IMAG0184.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0185,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0185.jpg,,IMAG0185.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0186,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0186.jpg,,IMAG0186.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0001,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0001.jpg,,IMAG0001,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0003,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0003.jpg,,IMAG0003,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0005,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0005.jpg,,IMAG0005,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0007,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0007.jpg,,IMAG0007,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0009,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0009.jpg,,IMAG0009,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0011,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0011.jpg,,IMAG0011,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0013,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0013.jpg,,IMAG0013,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0015,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0015.jpg,,IMAG0015,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0017,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0017.jpg,,IMAG0017,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0019,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0019.jpg,,IMAG0019,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0021,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0021.jpg,,IMAG0021,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0023,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0023.jpg,,IMAG0023,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0025,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0025.jpg,,IMAG0025,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0027,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0027.jpg,,IMAG0027,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0029,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0029.jpg,,IMAG0029,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0031,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0031.jpg,,IMAG0031,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0033,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0033.jpg,,IMAG0033,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0035,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0035.jpg,,IMAG0035,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0037,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0037.jpg,,IMAG0037,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382
BallCreek-CedarRub-Birdonpath,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Birdonpath.avi,,Birdonpath,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Blackbearclimbingoverlogs,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearclimbingoverlogs.avi,,Blackbearclimbingoverlogs,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Blackbearwalkingaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearwalkingaway.avi,,Blackbearwalkingaway,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkapproach,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkapproach.avi,,Bullelkapproach,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkbrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkbrowsing.avi,,Bullelkbrowsing,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkinvestigatesbearrub2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesbearrub2.avi,,Bullelkinvestigatesbearrub2,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkinvestigatesblackbearrub,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesblackbearrub.avi,,Bullelkinvestigatesblackbearrub,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkrack,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkrack.avi,,Bullelkrack,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Bullelkreturn,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkreturn.avi,,Bullelkreturn,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Cinnamonbeardeparts,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts.avi,,Cinnamonbeardeparts,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Cinnamonbeardeparts2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts2.0.avi,,Cinnamonbeardeparts2.0,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
